parroquia,canton,cultivo,ssp,horizonte,aptitud_rf,superficie_ha,deficit_mm,dias_estres,cdd_max,estado_peligro_deficit,estado_peligro_termico,estado_peligro_sequia,estado_exposicion,estado_vulnerabilidad,prob_riesgo_bajo,prob_riesgo_medio,prob_riesgo_alto,indice_riesgo
ANGOCHAGUA,IBARRA,quinua,ssp126,2021-2040,0.6920,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,quinua,ssp126,2021-2040,0.4973,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,quinua,ssp126,2021-2040,0.7342,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LITA,IBARRA,quinua,ssp126,2021-2040,0.2332,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,quinua,ssp126,2021-2040,0.7147,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ANTONIO,IBARRA,quinua,ssp126,2021-2040,0.7149,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
ATUNTAQUI,ANTONIO ANTE,quinua,ssp126,2021-2040,0.7476,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
IMBAYA,ANTONIO ANTE,quinua,ssp126,2021-2040,0.7149,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,quinua,ssp126,2021-2040,0.7149,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE CHALTURA,ANTONIO ANTE,quinua,ssp126,2021-2040,0.7149,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ROQUE,ANTONIO ANTE,quinua,ssp126,2021-2040,0.7501,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
COTACACHI,COTACACHI,quinua,ssp126,2021-2040,0.7476,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
APUELA,COTACACHI,quinua,ssp126,2021-2040,0.6959,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GARCIA MORENO,COTACACHI,quinua,ssp126,2021-2040,0.4077,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
IMANTAG,COTACACHI,quinua,ssp126,2021-2040,0.7377,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PENAHERRERA,COTACACHI,quinua,ssp126,2021-2040,0.5980,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,quinua,ssp126,2021-2040,0.7578,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
QUIROGA,COTACACHI,quinua,ssp126,2021-2040,0.7685,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SEIS DE JULIO DE CUELLAJE,COTACACHI,quinua,ssp126,2021-2040,0.5531,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
VACAS GALINDO,COTACACHI,quinua,ssp126,2021-2040,0.5980,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,quinua,ssp126,2021-2040,0.7501,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
DR. MIGUEL EGAS CABEZAS,OTAVALO,quinua,ssp126,2021-2040,0.7501,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
EUGENIO ESPEJO,OTAVALO,quinua,ssp126,2021-2040,0.7451,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GONZALEZ SUAREZ,OTAVALO,quinua,ssp126,2021-2040,0.7104,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PATAQUI,OTAVALO,quinua,ssp126,2021-2040,0.7630,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,quinua,ssp126,2021-2040,0.7742,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JUAN DE ILUMAN,OTAVALO,quinua,ssp126,2021-2040,0.7501,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN PABLO,OTAVALO,quinua,ssp126,2021-2040,0.7342,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN RAFAEL,OTAVALO,quinua,ssp126,2021-2040,0.7451,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SELVA ALEGRE,OTAVALO,quinua,ssp126,2021-2040,0.6314,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,quinua,ssp126,2021-2040,0.7486,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
CHUGA,PIMAMPIRO,quinua,ssp126,2021-2040,0.5544,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,quinua,ssp126,2021-2040,0.7003,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,quinua,ssp126,2021-2040,0.6153,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,quinua,ssp126,2021-2040,0.6830,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,quinua,ssp126,2021-2040,0.7699,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,quinua,ssp126,2021-2040,0.5238,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,quinua,ssp126,2021-2040,0.7364,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN BLAS,SAN MIGUEL DE URCUQUI,quinua,ssp126,2021-2040,0.7364,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
TUMBABIRO,SAN MIGUEL DE URCUQUI,quinua,ssp126,2021-2040,0.7364,0.4372,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN MIGUEL DE IBARRA,IBARRA,papa,ssp126,2041-2060,0.6101,98.4700,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
AMBUQUI,IBARRA,papa,ssp126,2041-2060,0.5282,46.0400,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
ANGOCHAGUA,IBARRA,papa,ssp126,2041-2060,0.6440,106.2500,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LA CAROLINA,IBARRA,papa,ssp126,2041-2060,0.4048,11.8900,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LA ESPERANZA,IBARRA,papa,ssp126,2041-2060,0.6371,8.8400,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LITA,IBARRA,papa,ssp126,2041-2060,0.1866,0.1800,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,papa,ssp126,2041-2060,0.5616,3.3600,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ANTONIO,IBARRA,papa,ssp126,2041-2060,0.6010,1.0700,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
ATUNTAQUI,ANTONIO ANTE,papa,ssp126,2041-2060,0.6326,1.3300,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
IMBAYA,ANTONIO ANTE,papa,ssp126,2041-2060,0.6010,0.1800,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,papa,ssp126,2041-2060,0.6010,0.6000,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,papa,ssp126,2041-2060,0.6010,1.4400,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ROQUE,ANTONIO ANTE,papa,ssp126,2041-2060,0.6405,0.7300,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,papa,ssp126,2041-2060,0.6326,1.3300,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
APUELA,COTACACHI,papa,ssp126,2041-2060,0.6116,0.3700,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GARCIA MORENO,COTACACHI,papa,ssp126,2041-2060,0.2404,0.0500,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,papa,ssp126,2041-2060,0.6411,4.4900,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
PENAHERRERA,COTACACHI,papa,ssp126,2041-2060,0.4441,0.3200,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,papa,ssp126,2041-2060,0.6427,0.4700,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,papa,ssp126,2041-2060,0.6522,0.9700,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,papa,ssp126,2041-2060,0.4149,3.8500,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
VACAS GALINDO,COTACACHI,papa,ssp126,2041-2060,0.4441,0.0500,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,papa,ssp126,2041-2060,0.6405,45.9200,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
DR. MIGUEL EGAS CABEZAS,OTAVALO,papa,ssp126,2041-2060,0.6405,8.1900,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
EUGENIO ESPEJO,OTAVALO,papa,ssp126,2041-2060,0.6394,21.2300,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
GONZALEZ SUAREZ,OTAVALO,papa,ssp126,2041-2060,0.6552,67.2900,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PATAQUI,OTAVALO,papa,ssp126,2041-2060,0.6403,5.5200,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN JOSE DE QUICHINCHE,OTAVALO,papa,ssp126,2041-2060,0.6518,12.3600,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN JUAN DE ILUMAN,OTAVALO,papa,ssp126,2041-2060,0.6405,0.7500,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,papa,ssp126,2041-2060,0.6371,120.4200,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN RAFAEL,OTAVALO,papa,ssp126,2041-2060,0.6394,37.6000,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SELVA ALEGRE,OTAVALO,papa,ssp126,2041-2060,0.4807,0.5100,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,papa,ssp126,2041-2060,0.6806,10.1900,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
CHUGA,PIMAMPIRO,papa,ssp126,2041-2060,0.6742,0.7400,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,papa,ssp126,2041-2060,0.7122,52.6000,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,papa,ssp126,2041-2060,0.6108,11.3600,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
URCUQUI,SAN MIGUEL DE URCUQUI,papa,ssp126,2041-2060,0.5426,5.2400,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
CAHUASQUI,SAN MIGUEL DE URCUQUI,papa,ssp126,2041-2060,0.6657,1.9200,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,papa,ssp126,2041-2060,0.4305,0.5400,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,papa,ssp126,2041-2060,0.6343,4.9500,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN BLAS,SAN MIGUEL DE URCUQUI,papa,ssp126,2041-2060,0.6343,3.2100,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
TUMBABIRO,SAN MIGUEL DE URCUQUI,papa,ssp126,2041-2060,0.6343,5.0400,-41.5599,67.9500,1788480000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN MIGUEL DE IBARRA,IBARRA,maiz,ssp126,2041-2060,0.7406,851.8500,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
AMBUQUI,IBARRA,maiz,ssp126,2041-2060,0.6998,70.8700,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ANGOCHAGUA,IBARRA,maiz,ssp126,2041-2060,0.7252,133.1000,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,maiz,ssp126,2041-2060,0.6319,0.2900,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,maiz,ssp126,2041-2060,0.7474,166.3000,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
LITA,IBARRA,maiz,ssp126,2041-2060,0.4992,1221.0000,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SALINAS,IBARRA,maiz,ssp126,2041-2060,0.7328,45.4700,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ANTONIO,IBARRA,maiz,ssp126,2041-2060,0.7376,132.4300,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,maiz,ssp126,2041-2060,0.7467,75.4900,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
IMBAYA,ANTONIO ANTE,maiz,ssp126,2041-2060,0.7376,57.6900,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,maiz,ssp126,2041-2060,0.7376,38.2400,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE CHALTURA,ANTONIO ANTE,maiz,ssp126,2041-2060,0.7376,25.0600,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ROQUE,ANTONIO ANTE,maiz,ssp126,2041-2060,0.7386,88.5400,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,maiz,ssp126,2041-2060,0.7467,255.3300,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
APUELA,COTACACHI,maiz,ssp126,2041-2060,0.7902,164.1200,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,maiz,ssp126,2041-2060,0.5096,266.2100,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,maiz,ssp126,2041-2060,0.7624,208.5200,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PENAHERRERA,COTACACHI,maiz,ssp126,2041-2060,0.7289,163.4700,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PLAZA GUTIERREZ,COTACACHI,maiz,ssp126,2041-2060,0.7887,89.9900,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,maiz,ssp126,2041-2060,0.7709,89.9200,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,maiz,ssp126,2041-2060,0.7248,310.9500,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
VACAS GALINDO,COTACACHI,maiz,ssp126,2041-2060,0.7289,109.2500,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,maiz,ssp126,2041-2060,0.7386,325.6100,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
DR. MIGUEL EGAS CABEZAS,OTAVALO,maiz,ssp126,2041-2060,0.7386,76.4100,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
EUGENIO ESPEJO,OTAVALO,maiz,ssp126,2041-2060,0.7416,130.1500,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
GONZALEZ SUAREZ,OTAVALO,maiz,ssp126,2041-2060,0.7326,136.4600,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
PATAQUI,OTAVALO,maiz,ssp126,2041-2060,0.7419,31.2300,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,maiz,ssp126,2041-2060,0.7791,134.2300,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN JUAN DE ILUMAN,OTAVALO,maiz,ssp126,2041-2060,0.7386,99.1500,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,maiz,ssp126,2041-2060,0.7474,460.8500,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN RAFAEL,OTAVALO,maiz,ssp126,2041-2060,0.7416,183.0800,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SELVA ALEGRE,OTAVALO,maiz,ssp126,2041-2060,0.7003,76.8600,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,maiz,ssp126,2041-2060,0.7407,65.1200,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
CHUGA,PIMAMPIRO,maiz,ssp126,2041-2060,0.6737,3.0200,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,maiz,ssp126,2041-2060,0.7228,80.5200,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,maiz,ssp126,2041-2060,0.6720,0.0500,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,maiz,ssp126,2041-2060,0.7208,146.1900,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
CAHUASQUI,SAN MIGUEL DE URCUQUI,maiz,ssp126,2041-2060,0.7763,2.1700,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,maiz,ssp126,2041-2060,0.6624,945.6000,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PABLO ARENAS,SAN MIGUEL DE URCUQUI,maiz,ssp126,2041-2060,0.7488,81.8000,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,maiz,ssp126,2041-2060,0.7488,47.3600,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
TUMBABIRO,SAN MIGUEL DE URCUQUI,maiz,ssp126,2041-2060,0.7488,91.4200,-41.5599,0.0000,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,frejol,ssp126,2041-2060,0.8456,199.1900,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
AMBUQUI,IBARRA,frejol,ssp126,2041-2060,0.8495,75.1200,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
ANGOCHAGUA,IBARRA,frejol,ssp126,2041-2060,0.8175,23.7600,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,frejol,ssp126,2041-2060,0.5678,31.0200,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA ESPERANZA,IBARRA,frejol,ssp126,2041-2060,0.8433,28.0000,-41.5599,0.1100,1788480000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
